,0
10,"{'cellular': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('i', -0.023311966892580922), ('##cam', -0.03082125542408878), ('-', 0.007506591183009855), ('3', -0.010609496167490351), ('also', 0.021720282630653856), ('increased', 0.0024154398903369545), ('a', 0.009204783821379691), ('##kt', 0.025086554559381986), ('p', 0.00812304174591285), ('##hos', -0.0018868184831550355), ('##ph', -0.0011661312238239057), ('##ory', -0.003620502880570941), ('##lation', -0.0005390158970931654), (',', -0.014411615535096036), ('which', 0.012325416702588632), ('caused', 0.0176220030723287), ('an', 0.02292862975509232), ('increase', 0.016436797996679395), ('in', -0.2191154929393443), ('cellular', 0.7460533978588748), ('migration', 0.5814350620476713), ('/', 0.18480354310876118), ('invasion', 0.12839886653224855), ('and', 0.04111547166529943), ('mm', 0.00011343572078094909), ('##p', -0.016322208178840412), ('activities', 0.008958807832195614), ('.', 0.01568101965528155), ('[SEP]', 0.0)]}}"
11,"{'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('s', -0.0011224920404658762), ('##re', 0.002316730653850777), ('##b', 0.018668694842455126), ('##p', 0.017853915409300272), ('activation', 0.01597740257352983), ('decreased', 0.002164778942942092), ('as', 0.03216804866093474), ('e', 0.10737371767624782), ('##cs', 0.13794334342380443), ('migration', 0.1390358505791251), ('slowed', -0.003897795175128556), (';', 0.012463262957494139), ('(', 0.022843685637038078), ('2', 0.005925871566548346), (')', 0.0024255907863830837), ('coincide', 0.017418673683327973), ('##ntal', 0.005185632476230897), ('with', 0.008920964773901781), ('s', -0.000707522475045818), ('##re', 0.0018039636609612818), ('##b', 0.009272916322390619), ('##p', 0.008548008223567808), ('activation', 0.016319514790283735), (',', 0.0035809779987115956), ('m', 0.003900422221104459), ('##rna', 0.01034974469018747), ('expression', 0.021744269095094637), ('of', 0.013308323371323472), ('its', 0.006022534760908586), ('target', 0.016712932093015467), ('genes', 0.018009141965473745), ('such', 0.011561851422895794), ('as', 0.005152548703456776), ('low', 0.004574755920847886), ('density', 0.007892168261109816), ('lip', 0.012553194379690349), ('##op', 0.010607570999546276), ('##rote', 0.0043210690558976705), ('##in', 0.006969070286832081), ('receptor', 0.006387113911067831), (',', 0.00713590294235105), ('h', 0.007332433142385491), ('##m', 0.010069399213141981), ('##g', 0.006445586651053225), ('-', 0.01256509920822483), ('co', 0.016101658008600927), ('##a', 0.015950072528714443), ('red', 0.007845229765744682), ('##uc', 0.010394068817871437), ('##tase', 0.004046527168322731), (',', 0.012311273237306764), ('and', 0.007834121385456059), ('fatty', 0.01513570851074881), ('acid', 0.025383903355246307), ('s', 0.012902340079693922), ('##ynth', 0.013397772924877418), ('##ase', 0.009006597227389173), ('also', 0.013179111022353944), ('increased', 0.014048284018655745), ('in', 0.014485387527032663), ('mi', 0.0027465948561993035), ('##grating', 0.03305669999316435), ('e', 0.06403309559653264), ('##cs', 0.03013599426039607), ('population', 0.011738870291967957), ('as', 0.025494192274214164), ('detected', 0.030791610658703106), ('by', 0.0020487893943625895), ('real', 0.0601920021536185), ('-', 0.08694601614279443), ('time', 0.09343572993809218), ('p', 0.034822152344879856), ('##c', 0.030290172175830566), ('##r', 0.08756712072127502), (';', 0.011981060929201547), ('(', 0.03860406385246632), ('3', 0.023327246688000194), (')', 0.006306601526256225), ('migration', 0.03805723539244587), ('induced', 0.017585187657491213), ('s', -0.013982310277674388), ('##re', 0.009241652719964473), ('##b', -0.004026971597049069), ('##p', -0.00326475508066743), ('activation', 0.04175558409993519), ('in', -0.018978533308316736), ('e', -0.017427153957147407), ('##cs', 0.2648778246939077), ('was', 0.011913215445313725), ('in', 0.019358342721302848), ('##hibit', 0.008047484222753958), ('##ed', 0.0140128676312396), ('by', 0.028445983228804525), ('s', 0.00244540639333529), ('##re', 0.013943925046137354), ('##b', 0.005582585040744513), ('##p', 0.005879359587409697), ('-', -0.004322053151198963), ('acting', -0.005257035466556915), ('protein', 0.01322273909820606), ('r', -0.004851862431446227), ('##nai', -0.008790274479754402), ('and', 0.001066351320537611), ('p', -0.001573822654514089), ('##har', 0.006578027281588455), ('##ma', 0.0018912746040080702), ('##cological', -0.0022187617449686307), ('##ly', 0.003481936049224849), ('by', 0.0024445889698958096), ('25', 0.0007986888941936257), ('-', 0.012374813900774847), ('h', 0.002471678522716014), ('##ydro', 0.007532401204275328), ('##xy', 0.009343002463998763), ('##cho', 0.002993945765598988), ('##les', 0.007955901161592241), ('##tero', 0.00938936813292666), ('##l', 0.012840476402578552), (';', -0.006065616602031815), ('(', 0.015392861609836661), ('4', 0.0038834526316893683), (')', 0.013140347337070602), ('in', 0.02399102483727083), ('##hibition', 0.019454380779563168), ('of', 0.007177120992570695), ('s', -0.006968462193723355), ('##re', -0.004741884232777423), ('##b', 0.012443200936874295), ('##p', 0.01260407789167399), ('led', 0.014369639695163458), ('to', -6.941178183418632e-05), ('decreased', -0.009167682764560689), ('e', 0.046959937511453505), ('##cs', 0.10522957576826994), ('migration', 0.09613165413610211), ('in', 0.015900551019014907), ('various', 0.0170576925140495), ('models', 0.014321697567317762), (';', 0.014123232233237365), ('(', 0.01424861420100788), ('5', 0.0055897309765689015), (')', -0.0030363619604405535), ('cells', 0.0048798037962617296), ('genetically', 0.01694946247661676), ('def', 0.0052024635981001216), ('##icient', 0.015554000711532899), ('in', 0.017697300369043583), ('s', 0.0005266808366968186), ('##re', 0.008752809618137342), ('##b', 0.002197402206582776), ('##p', 0.009877597403219937), ('-', 0.004955798559096922), ('acting', 0.011110020808927866), ('protein', 0.03473169293822367), (',', 0.0015292062894289033), ('s', 0.010509119873927743), ('##1', 0.007199629847179477), ('##p', 0.01494611854821736), (',', 0.00787709127824373), ('or', 0.02448374488494682), ('s', 0.007670813097409219), ('##2', 0.013641658662545889), ('##p', 0.008274286171150965), (',', 0.014064388835273244), ('p', 0.01007513055741767), ('##hen', 0.020829322988755963), ('##otypic', 0.01202654176778979), ('##ally', 0.013947110532494233), ('exhibited', 0.02161487942503028), ('impaired', 0.008579169139716781), ('migration', 0.03224421278937032), (';', 0.010065055191952504), ('(', 0.010798398140503936), ('6', 0.004704059601317691), (')', 0.006529824690432757), ('s', 0.007366652879893708), ('##re', 0.011411387507279009), ('##b', 0.01772943257697134), ('##p', 0.017387174595016864), ('in', 0.009838086293421366), ('##hibition', 0.011778364604673042), ('in', 0.04491661290767878), ('e', 0.06092109923070227), ('##cs', 0.2409358727547049), ('suppressed', 0.017310664721290538), ('the', 0.023142993074878545), ('activity', 0.03563020527825596), ('of', 0.009811768481674936), ('small', 0.013834870449006125), ('g', 0.011192548518959958), ('##t', 0.011000313438443439), ('##pas', 0.008443243022326795), ('##e', 0.03663795227151358), ('c', 0.02441189697564242), ('##d', 0.02667330270077369), ('##c', 0.026495657821197505), ('##42', -0.012231370892373748), (',', 0.027877195768371697), ('a', 0.09656864587468504), ('key', 0.1883272000311581), ('molecule', -0.05650926266342104), ('for', 0.07463186398771066), ('e', 0.3005788961289953), ('##cs', 0.7357301078736421), ('m', 0.14061171557315574), ('##ot', 0.05018058882165458), ('##ility', 0.1098563807104), ('.', -0.009604170569317451), ('[SEP]', 0.0)]}, 'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('s', 0.0022328956837688978), ('##re', 0.002516287299321491), ('##b', 0.004027465716200576), ('##p', 0.009614346277084315), ('activation', 0.009375467367075837), ('decreased', 0.0030684467217116955), ('as', 0.0012646801023071374), ('e', 0.001991558054053269), ('##cs', 0.0017266016062037306), ('migration', 0.007198447275484027), ('slowed', 0.0001934338360438124), (';', -0.00430529102668495), ('(', -0.008234320240206257), ('2', 0.006587595390823167), (')', -0.007093696364699673), ('coincide', 0.0002864484480381798), ('##ntal', -0.0016328088485255126), ('with', 0.006166450532091674), ('s', 0.0002984093687980645), ('##re', 0.0005004050864191391), ('##b', 0.0016009953449178664), ('##p', 0.003793554992369286), ('activation', 0.009915864529821176), (',', 0.0003906717442312324), ('m', -0.00015175963972115168), ('##rna', 0.0023592540246103006), ('expression', 0.004038284887760506), ('of', 0.0077561454826083325), ('its', 0.0008763501617881282), ('target', 0.0018773879995262197), ('genes', 0.00465816016679303), ('such', 0.0019140431692529771), ('as', 0.0037941907903986257), ('low', 0.002426252912739949), ('density', 0.004825785931897709), ('lip', 0.004750145766922844), ('##op', 0.007016223556594937), ('##rote', 0.005482601339409047), ('##in', 0.003899163094908409), ('receptor', 0.011594326355714233), (',', 0.00382279083417322), ('h', 0.00040750778853535977), ('##m', 0.0021052515634608806), ('##g', 0.006927094914696094), ('-', 0.0007214257448492062), ('co', 0.005724934030390782), ('##a', 0.015446181209940268), ('red', 0.003694958507043104), ('##uc', 0.004204104407418339), ('##tase', 0.0022688495379228494), (',', 0.008338000147186681), ('and', 0.006750012213435359), ('fatty', 0.002192932238895405), ('acid', 0.007315342419107667), ('s', 0.0015458544144605856), ('##ynth', 0.008206968394328808), ('##ase', 0.004447342929000843), ('also', 0.011051907344554647), ('increased', 0.00013944969542332864), ('in', 0.0037259881123369283), ('mi', 0.003825736475760121), ('##grating', 0.00011886551317376856), ('e', 0.005064287326852579), ('##cs', 0.005005114788979804), ('population', 0.004140753502272743), ('as', 0.007890465656694368), ('detected', 0.006156672705976681), ('by', 0.009446538348668074), ('real', 0.008726425351312739), ('-', 0.004453351089060027), ('time', 0.010480807842385476), ('p', 0.00348553176845492), ('##c', 0.004395122441965934), ('##r', 0.00176674749339128), (';', 0.01367968243503441), ('(', 0.02175208677992463), ('3', 0.01816720058434781), (')', -0.012019318266729263), ('migration', 0.0008326333496776202), ('induced', 0.002082365555123934), ('s', 0.010012945784087044), ('##re', 0.0011627255442829656), ('##b', -0.0003524534534661192), ('##p', 0.0007237601751573035), ('activation', 0.00959638034981845), ('in', 0.002860731421493362), ('e', -0.0007574058995783602), ('##cs', 0.005270386709750678), ('was', 0.003237919619083956), ('in', 0.005564192425912885), ('##hibit', 0.007474157903788346), ('##ed', 0.001972110648941386), ('by', 0.008088013575728246), ('s', 0.008119323126021098), ('##re', 0.00794177014098587), ('##b', 0.007642047724344435), ('##p', 0.00790370157504311), ('-', 0.013232389613168968), ('acting', 0.007285629479563563), ('protein', 0.007753392187674787), ('r', 0.005307538237834991), ('##nai', 0.006677282980932748), ('and', 0.005453691970226143), ('p', 0.006521992861506061), ('##har', 0.010449082759424303), ('##ma', 0.009812141659842896), ('##cological', 0.011995124207093581), ('##ly', 0.018311700400673647), ('by', 0.0261204784417488), ('25', 0.010393553491786384), ('-', 0.003804148126080895), ('h', 0.004974315403192651), ('##ydro', 0.012080155028484868), ('##xy', 0.011433316981608137), ('##cho', 0.017163128135322454), ('##les', 0.011103049713919145), ('##tero', 0.017151195606728488), ('##l', -0.0030354769243147338), (';', 0.09444039479016386), ('(', 0.017084802539377036), ('4', 0.042546167030211954), (')', 0.0199515798322607), ('in', 0.017426246219951765), ('##hibition', 0.019304754278066265), ('of', 0.024551873991359892), ('s', 0.012158997075316222), ('##re', 0.011372181085553493), ('##b', 0.011554922799534155), ('##p', 0.009371952467982609), ('led', 0.014117249212504325), ('to', 0.00853227421004931), ('decreased', 0.011124801298252449), ('e', 0.013721992859140678), ('##cs', 0.006679235213206508), ('migration', 0.023707084741633525), ('in', 0.016637436454230353), ('various', 0.025368068910994076), ('models', 0.0293176648663486), (';', 0.12443680662875148), ('(', 0.05886264316880699), ('5', 0.027074139958839515), (')', 0.006686880533584811), ('cells', 0.9647506630683332), ('genetically', 0.06687833987809892), ('def', 0.00941906490830481), ('##icient', 0.04050673342012391), ('in', 0.05865091244757617), ('s', 0.004510424223275055), ('##re', -0.0007859906517814589), ('##b', 0.008232581825428822), ('##p', 0.012857103502645828), ('-', 0.019110019291971165), ('acting', -0.00022889413512104203), ('protein', 0.02435698154288119), (',', 0.00396838060011891), ('s', 0.009565283569385241), ('##1', 0.004015436801774638), ('##p', 0.009328673858887587), (',', 0.007016289116017501), ('or', 0.01830026717595823), ('s', 0.005308094615219031), ('##2', 0.003451535104770065), ('##p', 0.00879552112312889), (',', 0.0028688523522656215), ('p', 0.004652355568298116), ('##hen', 0.0053047506236165365), ('##otypic', 0.013268917720664512), ('##ally', -0.008436077350053266), ('exhibited', 0.014041798274474337), ('impaired', 0.004599653512267503), ('migration', 0.03853898696961861), (';', 0.05723520503091659), ('(', 0.05910781378069318), ('6', 0.049958032076991024), (')', 0.017014282695986403), ('s', 0.0011971790914338826), ('##re', 0.0038236099911165946), ('##b', 0.014840567220485662), ('##p', 0.00790210298094056), ('in', 0.009452233596108393), ('##hibition', 0.013769615492391687), ('in', 0.010874623691004472), ('e', 0.009256584194315437), ('##cs', 0.006188190100775684), ('suppressed', 0.011857206000417517), ('the', 0.008119281028579027), ('activity', 0.009358654029264451), ('of', 0.004803581582049185), ('small', 0.0056117149422166245), ('g', 0.009267537953590204), ('##t', 0.013466095213804239), ('##pas', 0.008717810112045511), ('##e', 0.012304607825083908), ('c', 0.008566408304522401), ('##d', 0.006526408675974364), ('##c', 0.004818039519429152), ('##42', 0.008306325518355424), (',', 0.005531270743772324), ('a', 0.027238961538205424), ('key', 0.012417162975568179), ('molecule', 0.0031996905256671303), ('for', 0.005303323293738423), ('e', 0.008964338421847429), ('##cs', 0.010383686688640618), ('m', 0.006591681017758213), ('##ot', 0.006256283587378424), ('##ility', 0.00819549414209962), ('.', 0.00404395967182267), ('[SEP]', 0.0)]}}"
12,"{'f': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('thus', 0.08628202600989514), (',', 0.07957484329806219), ('all', 0.14154522671938968), ('##ogen', 0.14402862825093435), ('##ei', 0.1369227207349295), ('##c', -0.08644182966747724), ('injection', 0.04427206831741739), ('of', -0.023233481948364262), ('f', 0.2070659044923939), ('##m', 0.2175755900352157), ('-', 0.6391243177585946), ('m', 0.3983465011926778), ('##s', 0.36143677783645634), ('##c', 0.3182544019506675), ('may', 0.05294496904163884), ('be', 0.020507225371652005), ('a', 0.06540877059312875), ('new', 0.05201049714425565), ('therapeutic', 0.05063491074321817), ('strategy', 0.04169023653095929), ('for', 0.05703982517075948), ('the', 0.020033262679872692), ('treatment', 0.05418405144260937), ('of', 0.0336210015245142), ('severe', -0.003107796988836316), ('peripheral', 0.04015308035472671), ('vascular', 0.04167291338551785), ('disease', 0.04282972365170759), ('.', 0.0018102477754421513), ('[SEP]', 0.0)]}}"
13,{}
14,"{'s': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.032737957776575906), ('s', 0.11007466807346178), ('##trom', -0.00867932072316524), ('##al', 0.2250872835834887), ('cells', 0.9490157443778264), ('in', 0.1499825422516761), ('turn', 0.02867566632338214), ('produce', 0.044939900631949366), ('factors', 0.06521298297741376), ('that', -0.0021951116714968525), ('n', 0.025450920999795006), ('##urt', 0.029416267248888732), ('##ure', 0.06429786404589423), ('the', 0.0013546870363051577), ('tumor', 0.001156190769989896), ('.', -0.014022769596827286), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.04709192908108636), ('s', 0.05188544384478705), ('##trom', -0.07763368590445362), ('##al', 0.21102955402418472), ('cells', 0.8526131754739004), ('in', 0.1710989006800408), ('turn', 0.2706908420466017), ('produce', 0.09389731726279993), ('factors', 0.06651178419806153), ('that', 0.009647455280075134), ('n', -0.04359291148694485), ('##urt', 0.26607308995753737), ('##ure', 0.1068557995242085), ('the', 0.021699162497962155), ('tumor', -0.12547980643017714), ('.', 0.03700230779507964), ('[SEP]', 0.0)]}}"
15,{}
16,{}
17,{}
18,"{'fi': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('we', 0.0077112439273601865), ('previously', 0.008484648575041321), ('reported', 0.001335903795616943), ('that', 0.024865885842946186), ('the', -0.007094673511058111), ('m', 0.021172000548425787), ('##uri', 0.14010567010032418), ('##ne', 0.0933715368509514), ('fi', 0.11008182623006033), ('##bro', 0.1746777542124167), ('##blast', 0.5413405408539965), ('cell', 0.741962489554584), ('line', 0.23959509809258664), ('l', -0.02442579109582284), ('##ta', 0.020209303630773306), ('is', -0.02125164242391405), ('tumor', 0.01874609375544129), ('##ige', -0.007636194589851373), ('##nic', 0.023632457997818105), ('but', -0.000837704803836144), ('non', 0.02150053434977977), ('-', -0.0033197854428861193), ('meta', 0.03391299018587096), ('##static', 0.020771100200248985), (',', 0.020150733773398204), ('and', 0.03583083363216761), ('is', 0.007268057066166428), ('non', 0.022221727691600517), ('-', 0.0194785559581708), ('re', 0.03076482305795652), ('##sp', 0.034753538433434185), ('##ons', 0.024112263217887543), ('##ive', 0.04341694932304894), ('to', 0.02581210945025238), ('a', 0.029783928427912137), ('trans', 0.02096364190190508), ('##fected', -0.00045675793464441906), ('h', 0.06400885160992212), ('-', 0.03029583795826565), ('r', 0.055625573739929025), ('##as', 0.05911428608825111), ('on', 0.019131326836923684), ('##co', -0.004133971972372543), ('##gene', 0.03274428530942313), ('.', 0.006237138959520606), ('[SEP]', 0.0)]}}"
19,{}
20,{}
21,{}
22,"{'cellular': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('treatment', 0.005545552693640275), ('with', -0.018272134211338616), ('all', 0.014121349679917338), ('-', -0.003171758949280639), ('trans', 0.012557658221198273), ('-', -0.003998826750356443), ('r', 0.004311388628561508), ('##a', 0.0004975938914367688), ('decreased', 0.011575941232715289), ('the', 0.035526991416385136), ('level', 0.005493383543039733), ('of', 0.014487625190595882), ('these', 0.0330694456236949), ('enzymes', 0.007610281913152319), ('in', -0.00995397540363529), ('the', -0.015482376017801282), ('cellular', 0.9586476952389176), (',', 0.25569184714159526), ('cell', 0.014399947814002978), ('membrane', -0.0635802073273464), (',', -0.038703988252763076), ('and', 0.06431988132307839), ('conditioned', 0.0021806681485729913), ('medium', 0.023851758432367014), ('compartment', 0.01793322084120627), ('##s', 0.013773301304792495), ('.', 0.011173696542624005), ('(', -0.010205992085753375), ('abstract', 0.00861182763428531), ('t', 0.003223849917868159), ('##runcated', -0.008299697548179798), ('at', -0.014330473021660083), ('400', -0.007815215494607381), ('words', -0.009685954691472322), (')', -0.0032562868056725865), ('[SEP]', 0.0)]}}"
23,{}
24,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.005922473246358164), ('b', 0.026353328444685454), ('(', 0.0232960289065917), ('1', 0.026532444805888514), (')', 0.022048835034711223), ('r', 0.013979172779023242), ('appeared', 0.008487720429764603), ('either', 0.0026232968429339234), ('as', 0.013505022315990284), ('c', 0.007211647578960451), ('##yt', 0.009502609003214705), ('##op', 0.004801948158044631), ('##las', 0.003644973439786244), ('##mic', 0.015684746377237477), ('dots', 0.006140921328216456), ('or', 0.008743419896554118), ('label', -0.0013440321234467138), ('##ing', 0.008522391947220022), ('on', 0.01650014104122873), ('the', 0.01705429310730586), ('a', 0.024300671412831095), ('##pical', 0.021990199941958933), ('cell', 0.007383006291964673), ('membrane', -0.017121354542970497), ('of', 0.023244215571550427), ('the', -0.0035527359320283), ('cells', 0.992374649520377), ('composing', 0.04106220823468134), ('the', 0.009991715979036486), ('e', 0.03459798167471972), ('##pit', 0.019136228930590398), ('##hel', 0.02469049849394985), ('##ia', 0.021901432514732228), ('with', 0.0240272253089848), ('in', 0.01015490756381893), ('##test', 0.015080046900935836), ('##inal', 0.004355321866567228), ('meta', -0.004450702146199953), ('##p', 0.0036339306740815476), ('##lasia', -0.006923031730511635), ('(', 0.003561829712917577), ('24', 0.0019534312228096824), ('/', 0.0006302489197325575), ('24', 0.005846323033816471), (';', 0.00923895228406388), ('100', 0.011827676003514158), ('%', 0.005358981503518866), (')', 0.010118429212437802), ('and', 0.0017120065139165689), ('car', -0.0043616436532512804), ('##cin', 0.00028251328292442247), ('##oma', 0.020862171528643215), ('in', 0.0007734873475427836), ('sit', 0.008891688894052285), ('##u', 0.012141978647749452), ('(', 0.01132686995954749), ('10', 0.002865324576289894), ('/', 0.007006265997243396), ('10', 0.0030669196121386726), (';', 0.002130835063089829), ('100', 0.007222714796259704), ('%', 0.0026222823271666576), (')', -0.003222946927669107), ('and', 0.0014237491871470019), ('in', -0.00027967276391992885), ('the', 0.0010119173320722757), ('e', 0.0018780577832953696), ('##pit', 0.0012423506715740185), ('##hel', 0.0021183520911642125), ('##ial', 0.0028346108978963853), ('cells', 0.04671981412506911), ('of', 0.00037517204843923527), ('ad', -0.004868845541658192), ('##eno', -0.006603550832898234), ('##mas', -0.0017598647071444121), ('.', -0.006437321581847527), ('[SEP]', 0.0)]}, 'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.00032097748768526317), ('b', 0.0029124966704098345), ('(', -0.0004428684358493739), ('1', -0.00017734008015333376), (')', 0.002034205512385733), ('r', 0.011511978703823507), ('appeared', 0.0051182616841723115), ('either', 0.007091403140988974), ('as', 0.016894275714498135), ('c', 0.013615214700048313), ('##yt', 0.01601603553425286), ('##op', 0.01241219410367109), ('##las', 0.01214126544771537), ('##mic', 0.016422593074622172), ('dots', 0.007518489317343269), ('or', -0.00040712209597362244), ('label', -0.0011517515628329449), ('##ing', 0.0005663202893785135), ('on', 0.001869546142434322), ('the', 0.0050345567299322855), ('a', -0.000976984132191387), ('##pical', -0.0011528251377395213), ('cell', 0.0014512249685492606), ('membrane', 0.004656094772267477), ('of', -0.0013935566781277523), ('the', -0.006468885812003725), ('cells', 0.032218125760322895), ('composing', -0.0027402408608797647), ('the', 0.008149714547122613), ('e', 0.001542185992216815), ('##pit', -0.0016456775882709206), ('##hel', 0.0007390551372205206), ('##ia', 0.009947653294520294), ('with', 0.0008914244627311014), ('in', -1.9378795436216516e-06), ('##test', 0.006302709637725086), ('##inal', -0.0018134735830731897), ('meta', -0.001400743582322173), ('##p', 0.0069270539592824944), ('##lasia', 0.0014965119991696928), ('(', 0.004733497555449196), ('24', 0.00963330848493035), ('/', 0.0059114980610655505), ('24', 0.009381727097103918), (';', 0.014747983870330897), ('100', 0.018192191159045894), ('%', 0.003960580114238063), (')', 0.007753871052322283), ('and', 0.0010666249709999163), ('car', -0.0019816143125074583), ('##cin', 0.015822902904459295), ('##oma', 0.047067489559198185), ('in', 0.011894710699288574), ('sit', 0.010217366638139195), ('##u', 0.016610855241813955), ('(', 0.015261443496654096), ('10', 0.010779600213405361), ('/', -0.003701329090687402), ('10', 0.008639170446364225), (';', 0.007006769948564431), ('100', 0.009951108874903847), ('%', 0.0013337524817431082), (')', 0.012053285156442937), ('and', 0.011551943259291719), ('in', -0.03056157339904604), ('the', 0.0003595757824102819), ('e', -0.035040389513498166), ('##pit', 0.008470146440842586), ('##hel', 0.04930962535457145), ('##ial', 0.07227392210878954), ('cells', 0.9869713997249592), ('of', -0.08001636418621502), ('ad', -0.02056018970102907), ('##eno', -0.03551426534494316), ('##mas', -0.013995257487377363), ('.', -0.002287421308902405), ('[SEP]', 0.0)]}}"
25,"{'le': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('these', 0.01152400547596826), ('results', 0.01190895485117736), ('suggest', 0.02508917518018142), ('that', 0.03889975289301727), ('l', 0.03566418516885889), ('-', 0.02757373986262667), ('car', 0.02027053274747903), (',', 0.02684475357377987), ('possibly', 0.017793866449420475), ('via', 0.024983825035158586), ('its', 0.028078894080973346), ('free', 0.012284731127553105), ('radical', 0.017699016902087125), ('s', 0.03439441528713566), ('##ca', 0.028051961819225455), ('##ven', 0.010183573453301393), ('##ging', 0.06581977665369158), ('and', 0.04630949338001491), ('anti', 0.036532280917108265), ('##ox', -0.009121300471602738), ('##ida', 0.006732368138390939), ('##nt', 0.026556724634378765), ('properties', 0.029869735028660874), (',', 0.0316818735554462), ('am', 0.025509927816701063), ('##eli', 0.005384058087241724), ('##ora', 0.007713746700918907), ('##tes', 0.02923086607102357), ('m', -0.0009590823947533439), ('##t', 0.005129631535251796), ('##x', 0.01146528689901601), ('-', 0.006859523621979267), ('induced', 0.017274897724810764), ('o', 0.017045861806448008), ('##xi', 0.017469679119632337), ('##da', 0.011241653359783646), ('##tive', 0.03689778085083173), ('organ', 0.04245964096273104), ('injury', 0.046970531793895445), ('and', 0.02355523552263388), ('in', 0.021226224607995944), ('##hibit', 0.11441496338079385), ('##s', 0.0746096666198685), ('le', 0.3430081844766549), ('##uk', 0.061471015063606416), ('##oc', 0.4464667892475967), ('##yte', 0.7802741760540209), ('a', 0.13506387723574126), ('##pop', 0.03487547294762258), ('##tosis', 0.035543758480137536), ('.', 0.037972827558693), ('[SEP]', 0.0)]}}"
26,{}
27,{}
28,"{'my': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('regulation', 0.06927000520355643), ('of', 0.05394471054466805), ('the', -0.013810190526009606), ('resident', 0.10295590841317113), ('ch', 0.15542231822948382), ('##rom', 0.11893132951862738), ('##oso', 0.15889422817796348), ('##mal', 0.06768755246386389), ('copy', 0.18793468442801672), ('of', -0.00030026396171618346), ('c', 0.015659068060890628), ('-', 0.05177510788544224), ('my', 0.045336742573818936), ('##c', 0.036752115343439584), ('by', 0.025279575630010827), ('c', 0.012594216421115056), ('-', -0.01698372849939705), ('my', 0.043955468659983885), ('##b', 0.07863758709323469), ('is', 0.09048242024704692), ('involved', 0.07355557600502513), ('in', 0.11194964578658394), ('my', 0.22711406863805203), ('##elo', 0.5177357088686962), ('##id', 0.5619738477642295), ('le', 0.06754720752741554), ('##uke', 0.39368633984386026), ('##mo', 0.05149797169203183), ('##genesis', -0.1931904905150147), ('.', 0.03762434401919394), ('[SEP]', 0.0)]}}"
29,{}
30,{}
